Churn,Contract,PaymentMethod,PaperlessBilling,Charges.Monthly,Charges.Total,InternetService,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies
0,two year,bank transfer (automatic),yes,74.45,3721.9,dsl,no,yes,yes,yes
0,month-to-month,bank transfer (automatic),no,99.4,5943.65,fiber optic,yes,yes,yes,no
0,month-to-month,mailed check,yes,19.15,477.6,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,69.5,69.5,fiber optic,no,no,no,no
0,one year,electronic check,yes,49.45,1119.35,dsl,no,yes,no,no
0,month-to-month,electronic check,yes,73.7,1558.7,fiber optic,no,no,no,no
1,month-to-month,electronic check,yes,79.7,79.7,fiber optic,no,no,no,yes
1,month-to-month,bank transfer (automatic),yes,79.9,343.95,fiber optic,no,no,no,no
0,one year,bank transfer (automatic),no,74.4,1712.9,dsl,yes,yes,yes,yes
1,month-to-month,credit card (automatic),no,88.3,2467.75,fiber optic,no,no,no,yes
0,two year,bank transfer (automatic),no,19.8,1397.65,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,credit card (automatic),yes,75.55,349.65,fiber optic,no,no,no,no
0,two year,mailed check,yes,20.2,917.45,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,71.65,135.75,fiber optic,no,no,no,no
0,two year,bank transfer (automatic),yes,20.1,1087.7,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,no,69.05,651.5,fiber optic,no,no,no,no
1,month-to-month,mailed check,no,71.1,71.1,fiber optic,no,no,no,no
0,one year,credit card (automatic),yes,100.5,6029.0,fiber optic,no,no,yes,yes
0,two year,credit card (automatic),yes,62.8,2278.75,dsl,yes,yes,no,no
0,one year,bank transfer (automatic),no,100.35,2799.0,fiber optic,no,no,yes,yes
0,month-to-month,mailed check,yes,20.3,459.95,no,no internet service,no internet service,no internet service,no internet service
0,one year,electronic check,yes,92.05,5755.8,fiber optic,yes,no,no,no
1,one year,bank transfer (automatic),no,20.15,390.85,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,no,54.2,308.25,dsl,yes,yes,no,no
0,month-to-month,mailed check,no,20.35,442.6,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,mailed check,no,70.75,70.75,fiber optic,no,no,no,no
1,one year,bank transfer (automatic),yes,102.35,3626.1,fiber optic,no,no,yes,yes
0,month-to-month,electronic check,yes,50.5,2566.3,dsl,no,yes,yes,no
1,month-to-month,electronic check,yes,85.0,2624.25,fiber optic,no,no,no,yes
0,two year,bank transfer (automatic),no,42.1,2962.0,dsl,yes,no,no,no
1,month-to-month,electronic check,no,75.65,1146.65,fiber optic,no,no,no,no
0,month-to-month,electronic check,yes,24.8,24.8,dsl,no,no,no,no
0,two year,electronic check,yes,114.6,7882.5,fiber optic,yes,yes,yes,yes
0,two year,bank transfer (automatic),no,65.7,4378.9,dsl,yes,yes,no,no
0,month-to-month,electronic check,yes,74.0,4052.4,fiber optic,no,no,no,no
1,month-to-month,electronic check,yes,85.45,4874.7,fiber optic,no,no,no,no
0,one year,credit card (automatic),yes,71.1,4140.1,dsl,no,no,yes,no
0,month-to-month,bank transfer (automatic),yes,93.55,536.4,fiber optic,no,no,yes,yes
0,two year,electronic check,yes,109.55,8165.1,fiber optic,yes,no,yes,yes
0,month-to-month,mailed check,no,20.5,563.05,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),yes,74.55,4191.45,dsl,yes,no,yes,yes
0,month-to-month,electronic check,yes,79.85,1857.75,fiber optic,yes,no,no,no
0,month-to-month,mailed check,yes,62.15,113.1,dsl,yes,no,no,yes
0,month-to-month,mailed check,no,25.55,372.45,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,credit card (automatic),no,21.05,235.8,no,no internet service,no internet service,no internet service,no internet service
0,one year,credit card (automatic),yes,106.1,5082.8,fiber optic,no,no,yes,yes
0,one year,bank transfer (automatic),yes,79.6,3974.7,fiber optic,no,no,no,no
0,month-to-month,mailed check,no,73.35,931.55,dsl,no,yes,yes,yes
0,two year,bank transfer (automatic),no,70.1,4048.95,dsl,no,yes,yes,no
0,one year,credit card (automatic),yes,54.4,957.1,dsl,no,yes,no,no
0,two year,mailed check,yes,19.55,521.8,no,no internet service,no internet service,no internet service,no internet service
0,two year,mailed check,no,74.55,5430.65,dsl,yes,yes,yes,no
0,two year,credit card (automatic),no,23.9,1626.4,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),yes,44.6,3058.15,dsl,yes,yes,no,no
1,month-to-month,electronic check,yes,95.5,829.1,fiber optic,no,no,yes,yes
0,month-to-month,bank transfer (automatic),yes,95.5,1916.2,fiber optic,no,yes,no,yes
1,one year,credit card (automatic),yes,78.6,5356.45,dsl,yes,yes,no,yes
0,one year,credit card (automatic),no,104.5,6590.8,fiber optic,yes,yes,yes,no
0,month-to-month,credit card (automatic),no,51.2,1561.5,dsl,no,yes,yes,yes
0,month-to-month,electronic check,no,61.4,438.9,dsl,yes,no,no,no
0,two year,credit card (automatic),yes,43.95,2960.1,dsl,yes,no,no,yes
1,month-to-month,bank transfer (automatic),yes,25.9,135.0,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,no,80.55,653.9,fiber optic,no,no,no,no
0,two year,mailed check,no,99.65,4630.2,fiber optic,yes,yes,no,yes
0,one year,electronic check,yes,97.95,5867.0,fiber optic,no,no,yes,yes
1,month-to-month,electronic check,yes,95.55,2510.2,fiber optic,no,no,no,yes
0,month-to-month,electronic check,no,90.7,1374.9,fiber optic,yes,no,no,no
1,month-to-month,electronic check,no,83.3,1845.9,fiber optic,no,no,no,yes
0,one year,bank transfer (automatic),yes,101.6,3930.55,fiber optic,yes,no,no,yes
0,month-to-month,electronic check,no,72.75,317.75,fiber optic,no,no,no,no
0,month-to-month,credit card (automatic),yes,88.95,2072.75,fiber optic,no,no,yes,no
0,two year,mailed check,no,20.3,743.05,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,bank transfer (automatic),yes,78.35,1837.9,dsl,yes,yes,yes,no
0,month-to-month,electronic check,yes,80.0,3168.75,fiber optic,no,no,no,no
1,month-to-month,electronic check,yes,49.85,365.55,dsl,yes,no,no,no
0,month-to-month,mailed check,yes,19.85,252.0,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,91.8,5960.5,fiber optic,yes,no,no,no
1,month-to-month,electronic check,yes,100.15,6283.3,fiber optic,no,no,yes,yes
0,month-to-month,bank transfer (automatic),yes,69.8,1540.35,fiber optic,no,no,no,no
1,month-to-month,electronic check,no,46.35,667.7,dsl,no,no,yes,yes
0,two year,mailed check,no,69.75,3894.4,dsl,no,yes,yes,no
0,month-to-month,mailed check,yes,69.85,837.5,dsl,yes,no,yes,yes
0,two year,mailed check,no,25.45,1534.05,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),yes,75.95,4542.35,dsl,no,yes,yes,yes
1,two year,bank transfer (automatic),no,19.75,1052.35,no,no internet service,no internet service,no internet service,no internet service
0,one year,credit card (automatic),no,78.75,3600.65,dsl,no,no,yes,yes
0,two year,electronic check,no,19.8,1013.2,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,mailed check,yes,89.0,1820.45,fiber optic,no,no,yes,yes
1,month-to-month,electronic check,no,25.25,25.25,dsl,no,no,no,no
0,two year,mailed check,yes,19.2,1401.4,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,no,25.05,25.05,dsl,no,no,no,no
1,two year,electronic check,no,47.85,3147.5,dsl,yes,yes,no,yes
1,month-to-month,credit card (automatic),no,75.2,3678.3,fiber optic,no,no,no,no
1,month-to-month,bank transfer (automatic),yes,74.9,2068.55,fiber optic,yes,no,no,no
0,two year,credit card (automatic),yes,111.9,8071.05,fiber optic,yes,yes,yes,yes
0,month-to-month,mailed check,yes,81.9,1028.9,fiber optic,no,no,yes,no
0,month-to-month,mailed check,no,18.85,84.2,no,no internet service,no internet service,no internet service,no internet service
0,two year,mailed check,no,18.7,1005.7,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,bank transfer (automatic),yes,81.55,5029.05,fiber optic,no,no,no,no
0,two year,mailed check,yes,29.6,299.05,dsl,no,yes,no,no
0,one year,credit card (automatic),no,19.95,1126.75,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,45.55,402.6,dsl,no,no,no,no
0,two year,mailed check,no,20.05,845.25,no,no internet service,no internet service,no internet service,no internet service
0,one year,electronic check,no,93.55,6069.25,fiber optic,yes,yes,no,yes
0,month-to-month,bank transfer (automatic),yes,48.45,48.45,dsl,yes,no,no,no
1,month-to-month,electronic check,yes,41.9,840.1,dsl,yes,no,yes,no
0,two year,mailed check,no,20.2,558.8,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),yes,24.15,1776.45,no,no internet service,no internet service,no internet service,no internet service
1,one year,bank transfer (automatic),yes,67.5,1544.05,dsl,yes,yes,yes,no
1,month-to-month,bank transfer (automatic),yes,90.05,2169.8,fiber optic,yes,no,yes,no
0,one year,credit card (automatic),no,70.75,2921.75,dsl,no,yes,yes,no
1,month-to-month,electronic check,yes,76.5,162.45,fiber optic,no,no,no,no
1,month-to-month,electronic check,no,84.05,1095.3,fiber optic,yes,no,no,yes
1,month-to-month,credit card (automatic),yes,95.6,1555.65,fiber optic,no,no,no,yes
0,month-to-month,electronic check,yes,89.05,1886.25,fiber optic,yes,yes,no,yes
1,month-to-month,credit card (automatic),yes,102.95,6886.25,fiber optic,yes,no,yes,no
0,two year,bank transfer (automatic),no,21.0,1493.75,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,yes,82.3,214.4,fiber optic,yes,yes,no,no
1,month-to-month,electronic check,no,80.35,3825.85,fiber optic,yes,no,no,no
0,month-to-month,electronic check,yes,70.65,293.85,fiber optic,no,no,no,no
0,month-to-month,electronic check,yes,73.55,1359.45,fiber optic,no,no,no,no
1,month-to-month,electronic check,no,104.4,2157.95,fiber optic,no,no,yes,yes
0,one year,bank transfer (automatic),yes,70.75,4263.45,dsl,yes,yes,yes,no
1,month-to-month,bank transfer (automatic),yes,98.05,713.0,fiber optic,no,no,yes,yes
0,month-to-month,bank transfer (automatic),no,48.95,1323.7,dsl,no,no,no,no
0,one year,bank transfer (automatic),yes,60.6,2985.25,dsl,yes,yes,no,no
0,one year,mailed check,yes,78.75,3942.45,dsl,no,yes,yes,yes
0,one year,credit card (automatic),no,19.0,105.5,no,no internet service,no internet service,no internet service,no internet service
0,one year,credit card (automatic),yes,56.25,1292.2,dsl,yes,yes,no,no
1,month-to-month,mailed check,yes,25.8,25.8,dsl,no,no,no,no
0,two year,electronic check,yes,99.4,7285.7,fiber optic,no,no,yes,yes
0,month-to-month,credit card (automatic),yes,85.2,2874.45,fiber optic,no,no,yes,no
0,one year,mailed check,yes,69.55,3435.6,dsl,no,yes,no,yes
0,month-to-month,electronic check,no,28.5,629.35,dsl,yes,no,no,no
0,one year,credit card (automatic),no,97.65,6687.85,fiber optic,yes,yes,no,yes
0,month-to-month,mailed check,yes,20.25,20.25,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,no,20.45,20.45,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,93.5,2970.8,fiber optic,no,no,no,yes
0,month-to-month,electronic check,yes,54.65,54.65,dsl,no,no,yes,no
0,two year,bank transfer (automatic),yes,71.9,4479.2,dsl,yes,yes,no,yes
0,two year,credit card (automatic),yes,116.4,8543.25,fiber optic,yes,yes,yes,yes
0,two year,electronic check,no,105.55,5682.25,fiber optic,no,no,yes,yes
1,month-to-month,electronic check,yes,69.25,69.25,fiber optic,no,no,no,no
0,one year,electronic check,no,75.5,4025.6,dsl,yes,yes,yes,yes
1,month-to-month,electronic check,yes,101.1,1504.05,fiber optic,no,no,yes,yes
0,month-to-month,electronic check,yes,86.05,1818.9,fiber optic,no,yes,yes,no
1,month-to-month,electronic check,yes,95.0,95.0,fiber optic,yes,no,yes,yes
1,month-to-month,electronic check,no,70.75,154.85,fiber optic,no,no,no,no
1,one year,credit card (automatic),no,72.45,4653.85,dsl,yes,no,no,yes
0,month-to-month,bank transfer (automatic),no,85.8,4433.3,fiber optic,no,yes,no,no
1,month-to-month,electronic check,yes,83.2,1060.6,fiber optic,no,no,yes,no
0,month-to-month,mailed check,yes,19.65,67.55,no,no internet service,no internet service,no internet service,no internet service
1,one year,electronic check,yes,110.0,4874.8,fiber optic,yes,no,yes,yes
1,one year,bank transfer (automatic),yes,94.85,5000.2,fiber optic,no,no,yes,yes
0,one year,credit card (automatic),yes,105.95,4335.2,fiber optic,no,yes,yes,yes
0,month-to-month,electronic check,no,54.15,1312.45,dsl,no,yes,no,no
1,month-to-month,electronic check,yes,85.65,338.9,fiber optic,no,no,no,yes
0,month-to-month,bank transfer (automatic),yes,58.75,3437.45,dsl,yes,no,yes,yes
0,one year,electronic check,no,85.45,6300.85,dsl,yes,yes,yes,yes
0,month-to-month,bank transfer (automatic),yes,95.4,4613.95,fiber optic,no,no,yes,yes
0,month-to-month,bank transfer (automatic),yes,68.25,576.95,dsl,yes,yes,no,yes
1,month-to-month,electronic check,yes,101.7,364.55,fiber optic,no,no,yes,yes
0,two year,credit card (automatic),no,20.25,1278.8,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),yes,75.5,5212.65,dsl,no,yes,yes,no
0,month-to-month,electronic check,yes,65.85,902.25,dsl,yes,no,no,yes
0,month-to-month,mailed check,no,65.0,2157.5,dsl,no,yes,yes,no
1,month-to-month,electronic check,yes,74.55,622.9,fiber optic,no,no,no,no
0,two year,electronic check,no,93.75,5625.55,fiber optic,yes,yes,no,yes
1,month-to-month,mailed check,yes,61.65,713.75,dsl,yes,yes,no,no
0,month-to-month,electronic check,yes,100.4,715.0,fiber optic,no,yes,yes,yes
1,month-to-month,electronic check,yes,74.9,321.75,fiber optic,no,no,no,no
1,month-to-month,electronic check,yes,74.45,74.45,fiber optic,no,no,no,no
0,one year,bank transfer (automatic),yes,85.25,3704.15,dsl,no,yes,yes,yes
0,one year,electronic check,no,34.2,1596.6,dsl,no,no,no,yes
0,one year,credit card (automatic),yes,89.65,3348.1,dsl,yes,yes,yes,yes
1,one year,electronic check,yes,100.0,5509.3,fiber optic,no,no,yes,yes
0,two year,credit card (automatic),yes,97.65,6743.55,fiber optic,no,yes,yes,no
1,month-to-month,electronic check,yes,79.9,741.7,fiber optic,no,no,no,no
0,two year,credit card (automatic),no,90.3,6287.3,dsl,yes,yes,yes,yes
0,month-to-month,credit card (automatic),yes,94.3,2679.7,fiber optic,yes,no,no,yes
0,one year,electronic check,yes,20.4,1090.65,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),yes,25.05,1270.25,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,bank transfer (automatic),yes,55.65,1400.55,dsl,yes,no,no,no
0,month-to-month,mailed check,no,70.7,225.65,dsl,no,yes,yes,yes
0,two year,credit card (automatic),yes,53.8,3952.45,dsl,yes,no,yes,yes
0,two year,electronic check,yes,99.15,7422.1,fiber optic,yes,no,no,yes
1,month-to-month,mailed check,no,50.05,179.35,dsl,no,yes,no,no
1,month-to-month,electronic check,yes,82.3,82.3,fiber optic,no,no,no,no
0,one year,credit card (automatic),yes,69.75,3562.5,dsl,yes,yes,no,yes
0,one year,electronic check,yes,56.15,2898.95,dsl,no,yes,yes,yes
0,two year,bank transfer (automatic),no,86.65,6224.8,dsl,yes,yes,yes,yes
0,month-to-month,bank transfer (automatic),yes,86.8,5327.25,fiber optic,yes,yes,no,no
1,month-to-month,electronic check,yes,25.05,56.35,dsl,no,no,no,no
1,one year,bank transfer (automatic),yes,109.5,7534.65,fiber optic,yes,yes,yes,yes
0,month-to-month,electronic check,no,45.3,528.45,dsl,no,no,yes,yes
0,one year,electronic check,no,91.25,4738.3,fiber optic,yes,no,yes,no
0,month-to-month,mailed check,no,20.75,141.1,no,no internet service,no internet service,no internet service,no internet service
0,two year,mailed check,no,19.9,76.65,no,no internet service,no internet service,no internet service,no internet service
